OBJECTID,NAME,POP2010,POP10_SQMI,POP2012,POP12_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FIPS_I,FIPSST,FIPSCO,STPO,COUNTYNAME,CNTYDISP,CNTYSHORT,CNTYSORT,CNTYCATEGO,CNTYACTIVE,INDEPCITY,CNTYSTAND,SEATLAT,SEATLONG,NAD83UTM,NAD83STATE,NAD27STATE,STATENAME,CNTYSTARTD,CNTYENDD,LASTCHGD,NOTE,BOTTOM,TOP_,LEFT_,RIGHT_,OBJECTID_1,GlobalID,Shape_Length,Shape_Area,LAT,LONG
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13227,13,227,GA,Pickens,"Pickens County, Georgia","PICKENS, GA",GA-Pickens,County,Y,N,Y,34.46778,-84.42917,26916,26967,26767,Georgia,,,2003-02-24, ,34.37327,34.56368,-84.65437,-84.25672,,,1.267729618,0.05915282,34.46433848,-84.46556617
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13229,13,229,GA,Pierce,"Pierce County, Georgia","PIERCE, GA",GA-Pierce,County,Y,N,Y,31.30583,-82.24222,26917,26966,26766,Georgia,,,2003-02-24, ,31.20231,31.53071,-82.42084,-81.99238,,,1.716410717,0.08437039,31.35893269,-82.21319757
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13231,13,231,GA,Pike,"Pike County, Georgia","PIKE, GA",GA-Pike,County,Y,N,Y,33.10222,-84.34278,26916,26967,26767,Georgia,,,2003-02-24, ,32.96859,33.20888,-84.53838,-84.24766,,,1.130613243,0.054891146,33.09222964,-84.38925748
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13233,13,233,GA,Polk,"Polk County, Georgia","POLK, GA",GA-Polk,County,Y,N,Y,34.05361,-85.255,26916,26967,26767,Georgia,,,2003-02-24, ,33.89921,34.10067,-85.42185,-84.92274,,,1.360158977,0.078892127,34.00182187,-85.18817741
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13235,13,235,GA,Pulaski,"Pulaski County, Georgia","PULASKI, GA",GA-Pulaski,County,Y,N,Y,32.28361,-83.47222,26917,26967,26767,Georgia,,,2003-02-24, ,32.10284,32.40223,-83.61586,-83.29122,,,1.204265423,0.061913512,32.23278022,-83.47644351
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13237,13,237,GA,Putnam,"Putnam County, Georgia","PUTNAM, GA",GA-Putnam,County,Y,N,Y,33.32667,-83.38861,26917,26967,26767,Georgia,,,2003-02-24, ,33.16749,33.48345,-83.54541,-83.14343,,,1.448454859,0.090445672,33.32176821,-83.37287386
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13239,13,239,GA,Quitman,"Quitman County, Georgia","QUITMAN, GA",GA-Quitman,County,Y,N,Y,31.88444,-85.1075,26916,26967,26767,Georgia,,,2003-02-24, ,31.77096,31.99186,-85.14193,-84.90701,,,0.951263342,0.039721037,31.86751824,-85.01867147
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13241,13,241,GA,Rabun,"Rabun County, Georgia","RABUN, GA",GA-Rabun,County,Y,N,Y,34.87806,-83.40111,26917,26967,26767,Georgia,,,2003-02-24, ,34.71599,35.00077,-83.66167,-83.09826,,,1.863998153,0.09627435,34.88176194,-83.40221915
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13243,13,243,GA,Randolph,"Randolph County, Georgia","RANDOLPH, GA",GA-Randolph,County,Y,N,Y,31.77111,-84.78944,26916,26967,26767,Georgia,,,2003-02-24, ,31.61855,31.93184,-84.95933,-84.53507,,,1.642763082,0.10624084,31.76259624,-84.75418249
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13245,13,245,GA,Richmond,"Richmond County, Georgia","RICHMOND, GA",GA-Richmond,County,Y,N,Y,33.47083,-81.975,26917,26966,26766,Georgia,,,2003-02-24, ,33.22715,33.54493,-82.35366,-81.82834,,,1.747854462,0.082413045,33.35963217,-82.07356841
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13247,13,247,GA,Rockdale,"Rockdale County, Georgia","ROCKDALE, GA",GA-Rockdale,County,Y,N,Y,33.6675,-84.01778,26916,26967,26767,Georgia,,,2003-02-24, ,33.52605,33.78621,-84.18452,-83.91321,,,0.971655905,0.03326249,33.65424988,-84.02671123
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13249,13,249,GA,Schley,"Schley County, Georgia","SCHLEY, GA",GA-Schley,County,Y,N,Y,32.23806,-84.30917,26916,26967,26767,Georgia,,,2003-02-24, ,32.15849,32.4281,-84.43021,-84.18166,,,1.132154077,0.041599163,32.2616615,-84.31469835
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13251,13,251,GA,Screven,"Screven County, Georgia","SCREVEN, GA",GA-Screven,County,Y,N,Y,32.75028,-81.63694,26917,26966,26766,Georgia,,,2003-02-24, ,32.48961,33.04565,-81.86879,-81.38934,,,2.270964084,0.16337763,32.75056061,-81.61191181
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13253,13,253,GA,Seminole,"Seminole County, Georgia","SEMINOLE, GA",GA-Seminole,County,Y,N,Y,31.04028,-84.87917,26916,26967,26767,Georgia,,,2003-02-24, ,30.71149,31.07556,-85.02857,-84.73086,,,1.281349099,0.062717887,30.93873326,-84.86885844
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13255,13,255,GA,Spalding,"Spalding County, Georgia","SPAULDING, GA",GA-Spalding,County,Y,N,Y,33.24667,-84.26417,26916,26967,26767,Georgia,,,2003-02-24,Misc: Official spelling does not have a U.,33.17856,33.35275,-84.50899,-84.08894,,,1.297759325,0.050024762,33.26089846,-84.28413283
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13257,13,257,GA,Stephens,"Stephens County, Georgia","STEPHENS, GA",GA-Stephens,County,Y,N,Y,34.57722,-83.3325,26917,26966,26766,Georgia,,,2003-02-24, ,34.4609,34.687,-83.45991,-83.10335,,,1.001300174,0.046865259,34.55394217,-83.29343571
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13259,13,259,GA,Stewart,"Stewart County, Georgia","STEWART, GA",GA-Stewart,County,Y,N,Y,32.05083,-84.79917,26916,26967,26767,Georgia,,,2003-02-24, ,31.92031,32.23295,-85.06833,-84.63112,,,1.645217454,0.114600919,32.07854861,-84.83510673
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13261,13,261,GA,Sumter,"Sumter County, Georgia","SUMTER, GA",GA-Sumter,County,Y,N,Y,32.07222,-84.23278,26916,26967,26767,Georgia,,,2003-02-24, ,31.87277,32.2297,-84.44381,-83.91929,,,1.793847703,0.121802097,32.04002168,-84.19707291
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13263,13,263,GA,Talbot,"Talbot County, Georgia","TALBOT, GA",GA-Talbot,County,Y,N,Y,32.6775,-84.53944,26916,26967,26767,Georgia,,,2003-02-24, ,32.51864,32.8836,-84.70338,-84.28652,,,1.657287968,0.098316578,32.69945306,-84.53305715
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13265,13,265,GA,Taliaferro,"Taliaferro County, Georgia","TALIAFERRO, GA",GA-Taliaferro,County,Y,N,Y,33.55389,-82.89611,26917,26966,26766,Georgia,,,2003-02-24, ,33.43815,33.73331,-83.01417,-82.67992,,,1.357969581,0.049157896,33.5661057,-82.8787661
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13267,13,267,GA,Tattnall,"Tattnall County, Georgia","TATTNALL, GA",GA-Tattnall,County,Y,N,Y,32.08667,-82.11806,26917,26966,26766,Georgia,,,2003-02-24, ,31.78261,32.31878,-82.23496,-81.76173,,,1.994164285,0.120740894,32.04565049,-82.05807143
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13269,13,269,GA,Taylor,"Taylor County, Georgia","TAYLOR, GA",GA-Taylor,County,Y,N,Y,32.55694,-84.23833,26916,26967,26767,Georgia,,,2003-02-24, ,32.37205,32.74751,-84.45323,-84.00212,,,1.919672081,0.094399551,32.55542958,-84.25052947
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13271,13,271,GA,Telfair,"Telfair County, Georgia","TELFAIR, GA",GA-Telfair,County,Y,N,Y,32.06778,-82.90083,26917,26966,26766,Georgia,,,2003-02-24, ,31.77474,32.15327,-83.20758,-82.64559,,,1.957522645,0.109689553,31.92982309,-82.93899967
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13273,13,273,GA,Terrell,"Terrell County, Georgia","TERRELL, GA",GA-Terrell,County,Y,N,Y,31.77333,-84.44667,26916,26967,26767,Georgia,,,2003-02-24, ,31.62107,31.96754,-84.60309,-84.25842,,,1.475728112,0.083259159,31.77685223,-84.43691254
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13275,13,275,GA,Thomas,"Thomas County, Georgia","THOMAS, GA",GA-Thomas,County,Y,N,Y,30.83639,-83.97889,26917,26967,26767,Georgia,,,2003-02-24, ,30.65839,31.07799,-84.11919,-83.73638,,,1.614505546,0.134854723,30.86366586,-83.91932977
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13277,13,277,GA,Tift,"Tift County, Georgia","TIFT, GA",GA-Tift,County,Y,N,Y,31.45028,-83.50861,26917,26967,26767,Georgia,,,2003-02-24, ,31.32619,31.59784,-83.66659,-83.33858,,,1.165149572,0.066078376,31.45745779,-83.5266129
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13279,13,279,GA,Toombs,"Toombs County, Georgia","TOOMBS, GA",GA-Toombs,County,Y,N,Y,32.20417,-82.32194,26917,26966,26766,Georgia,,,2003-02-24, ,31.9118,32.35402,-82.48259,-82.18179,,,1.52241089,0.091240987,32.12053406,-82.33060763
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13281,13,281,GA,Towns,"Towns County, Georgia","TOWNS, GA",GA-Towns,County,Y,N,Y,34.94917,-83.7575,26917,26967,26767,Georgia,,,2003-02-24, ,34.79052,34.99249,-83.94627,-83.54688,,,1.210117042,0.043907422,34.91666445,-83.73719649
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13283,13,283,GA,Treutlen,"Treutlen County, Georgia","TREUTLEN, GA",GA-Treutlen,County,Y,N,Y,32.37694,-82.5925,26917,26966,26766,Georgia,,,2003-02-24, ,32.2936,32.51268,-82.74847,-82.38208,,,1.175250428,0.050196922,32.4038845,-82.56737562
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13285,13,285,GA,Troup,"Troup County, Georgia","TROUP, GA",GA-Troup,County,Y,N,Y,33.03917,-85.03139,26916,26967,26767,Georgia,,,2003-02-24, ,32.86665,33.22469,-85.23652,-84.86147,,,1.423726485,0.111485572,33.03346638,-85.02834842
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13287,13,287,GA,Turner,"Turner County, Georgia","TURNER, GA",GA-Turner,County,Y,N,Y,31.70583,-83.65333,26917,26967,26767,Georgia,,,2003-02-24, ,31.56537,31.8541,-83.8027,-83.45258,,,1.290337828,0.071431808,31.71634715,-83.62418449
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13289,13,289,GA,Twiggs,"Twiggs County, Georgia","TWIGGS, GA",GA-Twiggs,County,Y,N,Y,32.6875,-83.34667,26917,26967,26767,Georgia,,,2003-02-24, ,32.4523,32.89824,-83.61165,-83.22658,,,1.636738665,0.090366162,32.66714187,-83.42718148
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13291,13,291,GA,Union,"Union County, Georgia","UNION, GA",GA-Union,County,Y,N,Y,34.87611,-83.95833,26916,26967,26767,Georgia,,,2003-02-24, ,34.64055,34.98758,-84.17916,-83.7804,,,1.670111796,0.084015506,34.83409202,-83.99067322
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13293,13,293,GA,Upson,"Upson County, Georgia","UPSON, GA",GA-Upson,County,Y,N,Y,32.88806,-84.32667,26916,26967,26767,Georgia,,,2003-02-24, ,32.69002,33.00414,-84.53443,-84.12211,,,1.455346597,0.081767408,32.88126779,-84.29930381
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13295,13,295,GA,Walker,"Walker County, Georgia","WALKER, GA",GA-Walker,County,Y,N,Y,34.70472,-85.28194,26916,26967,26767,Georgia,,,2003-02-24, ,34.58192,34.98518,-85.53409,-85.05045,,,1.685716919,0.113962885,34.73558325,-85.30093912
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13297,13,297,GA,Walton,"Walton County, Georgia","WALTON, GA",GA-Walton,County,Y,N,Y,33.79472,-83.71333,26917,26967,26767,Georgia,,,2003-02-24, ,33.59692,33.92991,-83.98221,-83.50573,,,1.334018654,0.083209965,33.7815621,-83.73381955
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13299,13,299,GA,Ware,"Ware County, Georgia","WARE, GA",GA-Ware,County,Y,N,Y,31.21333,-82.35417,26917,26966,26766,Georgia,,,2003-02-24, ,30.56859,31.46932,-82.70113,-82.13196,,,3.338958717,0.221880363,31.05305617,-82.42338958
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13301,13,301,GA,Warren,"Warren County, Georgia","WARREN, GA",GA-Warren,County,Y,N,Y,33.40694,-82.66222,26917,26966,26766,Georgia,,,2003-02-24, ,33.25348,33.61129,-82.8666,-82.38382,,,1.62590347,0.071983919,33.40889998,-82.67668391
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13303,13,303,GA,Washington,"Washington County, Georgia","WASHINGTON, GA",GA-Washington,County,Y,N,Y,32.98139,-82.81028,26917,26966,26766,Georgia,,,2003-02-24, ,32.75626,33.23833,-83.07365,-82.51085,,,2.149839228,0.170964287,32.96947906,-82.79582612
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13305,13,305,GA,Wayne,"Wayne County, Georgia","WAYNE, GA",GA-Wayne,County,Y,N,Y,31.60722,-81.88556,26917,26966,26766,Georgia,,,2003-02-24, ,31.32712,31.82924,-82.14794,-81.6125,,,2.144591123,0.159612691,31.55143635,-81.91668075
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13307,13,307,GA,Webster,"Webster County, Georgia","WEBSTER, GA",GA-Webster,County,Y,N,Y,32.06583,-84.5375,26916,26967,26767,Georgia,,,2003-02-24, ,31.91916,32.2331,-84.65582,-84.43121,,,1.160793141,0.051998528,32.04660326,-84.55104146
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13309,13,309,GA,Wheeler,"Wheeler County, Georgia","WHEELER, GA",GA-Wheeler,County,Y,N,Y,32.14694,-82.77806,26917,26966,26766,Georgia,,,2003-02-24, ,31.91888,32.31011,-82.94024,-82.53896,,,1.634832665,0.074283356,32.11700344,-82.72455395
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13311,13,311,GA,White,"White County, Georgia","WHITE, GA",GA-White,County,Y,N,Y,34.59694,-83.76333,26917,26967,26767,Georgia,,,2003-02-24, ,34.5036,34.80137,-83.87742,-83.61538,,,1.217744748,0.061669508,34.64629008,-83.74717362
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13313,13,313,GA,Whitfield,"Whitfield County, Georgia","WHITFIELD, GA",GA-Whitfield,County,Y,N,Y,34.76972,-84.97028,26916,26967,26767,Georgia,,,2003-02-24, ,34.61572,34.988,-85.16885,-84.81074,,,1.804798077,0.074158192,34.80548099,-84.96733177
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13315,13,315,GA,Wilcox,"Wilcox County, Georgia","WILCOX, GA",GA-Wilcox,County,Y,N,Y,31.99194,-83.30694,26917,26967,26767,Georgia,,,2003-02-24, ,31.84465,32.13343,-83.61226,-83.17689,,,1.658875195,0.094718474,31.97337315,-83.43215787
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13001,13,001,GA,Appling,"Appling County, Georgia","APPLING, GA",GA-Appling,County,Y,N,Y,31.77806,-82.34861,26917,26966,26766,Georgia,,,2003-02-24, ,31.46925,31.96618,-82.55071,-82.04864,,,2.04517471,0.126250144,31.74921844,-82.28895621
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13003,13,003,GA,Atkinson,"Atkinson County, Georgia","ATKINSON, GA",GA-Atkinson,County,Y,N,Y,31.2975,-82.8525,26917,26966,26766,Georgia,,,2003-02-24, ,31.18299,31.42049,-83.14085,-82.62912,,,1.678843729,0.084427836,31.29715677,-82.88004757
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13005,13,005,GA,Bacon,"Bacon County, Georgia","BACON, GA",GA-Bacon,County,Y,N,Y,31.53917,-82.4625,26917,26966,26766,Georgia,,,2003-02-24, ,31.41679,31.71079,-82.62836,-82.22684,,,1.293106455,0.070341359,31.55369516,-82.45272463
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13007,13,007,GA,Baker,"Baker County, Georgia","BAKER, GA",GA-Baker,County,Y,N,Y,31.31278,-84.33583,26916,26967,26767,Georgia,,,2003-02-24, ,31.0784,31.45475,-84.64194,-84.14061,,,1.85245715,0.085698051,31.32618531,-84.44470651
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47085,47,085,TN,Humphreys,"Humphreys County, Tennessee","HUMPHREYS, TN",TN-Humphreys,County,Y,N,Y,36.08389,-87.79472,26916,32136,32036,Tennessee,,,2003-02-24, ,35.8038,36.24475,-88.02263,-87.52979,,,1.819476922,0.144199977,36.04074643,-87.77567007
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47087,47,087,TN,Jackson,"Jackson County, Tennessee","JACKSON, TN",TN-Jackson,County,Y,N,Y,36.35556,-85.65889,26916,32136,32036,Tennessee,,,2003-02-24, ,36.21281,36.5224,-85.84648,-85.49025,,,1.425098947,0.083101218,36.35917798,-85.67311852
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47089,47,089,TN,Jefferson,"Jefferson County, Tennessee","JEFFERSON, TN",TN-Jefferson,County,Y,N,Y,36.01528,-83.415,26917,32136,32036,Tennessee,,,2003-02-24, ,35.89585,36.19189,-83.71029,-83.23458,,,1.774441025,0.081426451,36.05098765,-83.44626969
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47091,47,091,TN,Johnson,"Johnson County, Tennessee","JOHNSON, TN",TN-Johnson,County,Y,N,Y,36.47444,-81.805,26917,32136,32036,Tennessee,,,2003-02-24, ,36.26176,36.61422,-82.05895,-81.6469,,,1.595103212,0.078821446,36.45487458,-81.85185898
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47093,47,093,TN,Knox,"Knox County, Tennessee","KNOX, TN",TN-Knox,County,Y,N,Y,35.96056,-83.92083,26917,32136,32036,Tennessee,,,2003-02-24, ,35.79381,36.18648,-84.27347,-83.65089,,,2.302840123,0.136106421,35.99321809,-83.93723012
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47095,47,095,TN,Lake,"Lake County, Tennessee","LAKE, TN",TN-Lake,County,Y,N,Y,36.37833,-89.47194,26916,32136,32036,Tennessee,,,2003-02-24, ,36.18538,36.50321,-89.70554,-89.34016,,,1.488668389,0.050381713,36.33511895,-89.49361088
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47097,47,097,TN,Lauderdale,"Lauderdale County, Tennessee","LAUDERDALE, TN",TN-Lauderdale,County,Y,N,Y,35.74528,-89.52972,26916,32136,32036,Tennessee,,,2003-02-24, ,35.53729,35.94773,-89.95888,-89.33909,,,2.823827376,0.130901204,35.76091389,-89.63150641
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47099,47,099,TN,Lawrence,"Lawrence County, Tennessee","LAWRENCE, TN",TN-Lawrence,County,Y,N,Y,35.24222,-87.33472,26916,32136,32036,Tennessee,,,2003-02-24, ,34.99928,35.45786,-87.61163,-87.19736,,,1.898037513,0.158438877,35.21716043,-87.39561604
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47101,47,101,TN,Lewis,"Lewis County, Tennessee","LEWIS, TN",TN-Lewis,County,Y,N,Y,35.54778,-87.55194,26916,32136,32036,Tennessee,,,2003-02-24, ,35.39819,35.65974,-87.71756,-87.26943,,,1.542023776,0.072703174,35.52728166,-87.49309835
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47103,47,103,TN,Lincoln,"Lincoln County, Tennessee","LINCOLN, TN",TN-Lincoln,County,Y,N,Y,35.15194,-86.57056,26916,32136,32036,Tennessee,,,2003-02-24, ,34.99067,35.37102,-86.83637,-86.31779,,,1.870784762,0.146178619,35.14051153,-86.58892796
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47105,47,105,TN,Loudon,"Loudon County, Tennessee","LOUDON, TN",TN-Loudon,County,Y,N,Y,35.73278,-84.33389,26916,32136,32036,Tennessee,,,2003-02-24, ,35.60778,35.90298,-84.58447,-84.13316,,,1.859791069,0.063742934,35.73487204,-84.3118758
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47107,47,107,TN,McMinn,"McMinn County, Tennessee","MCMINN, TN",TN-McMinn,County,Y,N,Y,35.44278,-84.59306,26916,32136,32036,Tennessee,,,2003-02-24, ,35.24102,35.64468,-84.86016,-84.40062,,,1.733916632,0.111105011,35.42469268,-84.61749943
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47109,47,109,TN,McNairy,"McNairy County, Tennessee","MCNAIRY, TN",TN-McNairy,County,Y,N,Y,35.17,-88.59222,26916,32136,32036,Tennessee,,,2003-02-24, ,34.99513,35.3853,-88.78693,-88.36256,,,1.714352072,0.143729858,35.17451076,-88.56375746
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47111,47,111,TN,Macon,"Macon County, Tennessee","MACON, TN",TN-Macon,County,Y,N,Y,36.52111,-86.02639,26916,32136,32036,Tennessee,,,2003-02-24, ,36.41184,36.63991,-86.22872,-85.78797,,,1.249402757,0.080060522,36.5320337,-86.00722532
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47113,47,113,TN,Madison,"Madison County, Tennessee","MADISON, TN",TN-Madison,County,Y,N,Y,35.61444,-88.81389,26916,32136,32036,Tennessee,,,2003-02-24, ,35.42745,35.79736,-89.07888,-88.60358,,,1.629004158,0.143922933,35.6081031,-88.83858181
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47115,47,115,TN,Marion,"Marion County, Tennessee","MARION, TN",TN-Marion,County,Y,N,Y,35.07417,-85.62611,26916,32136,32036,Tennessee,,,2003-02-24, ,34.98302,35.31929,-85.87303,-85.36196,,,1.62895038,0.131223322,35.12933474,-85.62202726
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47117,47,117,TN,Marshall,"Marshall County, Tennessee","MARSHALL, TN",TN-Marshall,County,Y,N,Y,35.44917,-86.78889,26916,32136,32036,Tennessee,,,2003-02-24, ,35.25288,35.71086,-86.9608,-86.59948,,,1.835069871,0.096731203,35.4687234,-86.76506468
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47119,47,119,TN,Maury,"Maury County, Tennessee","MAURY, TN",TN-Maury,County,Y,N,Y,35.615,-87.03528,26916,32136,32036,Tennessee,,,2003-02-24, ,35.40818,35.85065,-87.35435,-86.782,,,2.159874298,0.158597255,35.61688892,-87.07700229
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47121,47,121,TN,Meigs,"Meigs County, Tennessee","MEIGS, TN",TN-Meigs,County,Y,N,Y,35.51472,-84.79028,26916,32136,32036,Tennessee,,,2003-02-24, ,35.28759,35.7529,-85.03132,-84.61879,,,1.81574554,0.055785632,35.51268036,-84.81367449
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47123,47,123,TN,Monroe,"Monroe County, Tennessee","MONROE, TN",TN-Monroe,County,Y,N,Y,35.51972,-84.36361,26916,32136,32036,Tennessee,,,2003-02-24, ,35.20428,35.67228,-84.52585,-83.93854,,,2.565219368,0.167857898,35.44265886,-84.25271594
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47125,47,125,TN,Montgomery,"Montgomery County, Tennessee","MONTGOMERY, TN",TN-Montgomery,County,Y,N,Y,36.52972,-87.35944,26916,32136,32036,Tennessee,,,2003-02-24, ,36.31244,36.64241,-87.64115,-87.11324,,,1.776251477,0.141673615,36.49686243,-87.38295726
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47127,47,127,TN,Moore,"Moore County, Tennessee","MOORE, TN",TN-Moore,County,Y,N,Y,35.28306,-86.37417,26916,32136,32036,Tennessee,,,2003-02-24, ,35.12249,35.41248,-86.53963,-86.24429,,,1.63133534,0.03345893,35.28464801,-86.35880712
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47129,47,129,TN,Morgan,"Morgan County, Tennessee","MORGAN, TN",TN-Morgan,County,Y,N,Y,36.10472,-84.59722,26916,32136,32036,Tennessee,,,2003-02-24, ,35.90846,36.37657,-84.91415,-84.34181,,,1.905398015,0.135467639,36.13494452,-84.64902625
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47131,47,131,TN,Obion,"Obion County, Tennessee","OBION, TN",TN-Obion,County,Y,N,Y,36.42417,-89.05694,26916,32136,32036,Tennessee,,,2003-02-24, ,36.20162,36.50715,-89.48573,-88.81403,,,1.925470928,0.144417939,36.3582142,-89.14886186
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47133,47,133,TN,Overton,"Overton County, Tennessee","OVERTON, TN",TN-Overton,County,Y,N,Y,36.38333,-85.32306,26916,32136,32036,Tennessee,,,2003-02-24, ,36.14472,36.54026,-85.4976,-85.0825,,,1.578970205,0.113055279,36.34493247,-85.28800229
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47135,47,135,TN,Perry,"Perry County, Tennessee","PERRY, TN",TN-Perry,County,Y,N,Y,35.61722,-87.83944,26916,32136,32036,Tennessee,,,2003-02-24, ,35.42336,35.84092,-88.0435,-87.64838,,,1.763753951,0.108998545,35.64253997,-87.85897891
